Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,Randomise questionnaire elements?,Question Key,Response
13,1644356191646,08/02/2022 21:36:31,1644356192299,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,Handedness,Right
14,1644356191646,08/02/2022 21:36:31,1644356192299,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,Handedness-quantised,2
15,1644356191646,08/02/2022 21:36:31,1644356192299,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,medical_condition_motor-1,No
16,1644356191646,08/02/2022 21:36:31,1644356192300,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,medical_condition_motor-text,
17,1644356191646,08/02/2022 21:36:31,1644356192300,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,medical_condition_vision-1,No
18,1644356191646,08/02/2022 21:36:31,1644356192300,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,medical_condition_vision-text,
19,1644356191646,08/02/2022 21:36:31,1644356192300,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,cataract_predictors-1,No
20,1644356191646,08/02/2022 21:36:31,1644356192300,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,carer,No
21,1644356191646,08/02/2022 21:36:31,1644356192301,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,carer-quantised,2
22,1644356191646,08/02/2022 21:36:31,1644356192301,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,carer_completing_onbehalf,N/A
23,1644356191713,08/02/2022 21:36:31,1644356192301,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,carer_completing_onbehalf-quantised,3
24,1644356191713,08/02/2022 21:36:31,1644356192301,0,08/02/2022 21:36:32,62188,20,questionnaire-e2l7,,19291277,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Demographics,2,173,No,END QUESTIONNAIRE,76166
1,1644844592924,14/02/2022 13:16:32,1644844592250,0,14/02/2022 13:16:32,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x722,,Demographics,2,173,No,BEGIN QUESTIONNAIRE,
2,1644844644453,14/02/2022 13:17:24,1644844643821,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,sex,Female
3,1644844644538,14/02/2022 13:17:24,1644844643823,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,sex-quantised,1
4,1644844644538,14/02/2022 13:17:24,1644844643823,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,height,"5'7"" - 5'8"""
5,1644844644538,14/02/2022 13:17:24,1644844643823,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,height-quantised,5
6,1644844644538,14/02/2022 13:17:24,1644844643823,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,weight-unit,metric
7,1644844644538,14/02/2022 13:17:24,1644844643823,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,weight-first,62
8,1644844644538,14/02/2022 13:17:24,1644844643823,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,weight-second,
9,1644844644538,14/02/2022 13:17:24,1644844643824,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,age_in_years ,20
10,1644844644538,14/02/2022 13:17:24,1644844643824,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,education ,"""A"" or ""AS"" Level"
11,1644844644538,14/02/2022 13:17:24,1644844643824,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,education -quantised,4
12,1644844644538,14/02/2022 13:17:24,1644844643824,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,education -text,
13,1644844644538,14/02/2022 13:17:24,1644844643824,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,Handedness,Right
14,1644844644538,14/02/2022 13:17:24,1644844643824,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,Handedness-quantised,2
15,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,medical_condition_motor-1,No
16,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,medical_condition_motor-text,
17,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,medical_condition_vision-1,No
18,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,medical_condition_vision-text,
19,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,cataract_predictors-1,No
20,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,carer,No
21,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,carer-quantised,2
22,1644844644538,14/02/2022 13:17:24,1644844643825,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,carer_completing_onbehalf,N/A
23,1644844644609,14/02/2022 13:17:24,1644844643826,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,carer_completing_onbehalf-quantised,3
24,1644844644609,14/02/2022 13:17:24,1644844643826,0,14/02/2022 13:17:23,62188,20,questionnaire-e2l7,,19425111,BLIND,5765743,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,173,No,END QUESTIONNAIRE,51576
1,1644871174532,14/02/2022 20:39:34,1644871174424,0,14/02/2022 20:39:34,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,BEGIN QUESTIONNAIRE,
2,1644871256235,14/02/2022 20:40:56,1644871256158,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,sex,Female
3,1644871256336,14/02/2022 20:40:56,1644871256160,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,sex-quantised,1
4,1644871256336,14/02/2022 20:40:56,1644871256160,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,height,"5'7"" - 5'8"""
5,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,height-quantised,5
6,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,weight-unit,imperial
7,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,weight-first,12
8,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,weight-second,5
9,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,age_in_years ,22
10,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,education ,"""A"" or ""AS"" Level"
11,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,education -quantised,4
12,1644871256336,14/02/2022 20:40:56,1644871256161,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,education -text,
13,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,Handedness,Right
14,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,Handedness-quantised,2
15,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,medical_condition_motor-1,No
16,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,medical_condition_motor-text,
17,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,medical_condition_vision-1,No
18,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,medical_condition_vision-text,
19,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,cataract_predictors-1,No
20,1644871256336,14/02/2022 20:40:56,1644871256162,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,carer,No
21,1644871256336,14/02/2022 20:40:56,1644871256163,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,carer-quantised,2
22,1644871256336,14/02/2022 20:40:56,1644871256163,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,carer_completing_onbehalf,No
23,1644871256414,14/02/2022 20:40:56,1644871256163,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,carer_completing_onbehalf-quantised,2
24,1644871256414,14/02/2022 20:40:56,1644871256163,0,14/02/2022 20:40:56,62188,20,questionnaire-e2l7,,19443944,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,173,No,END QUESTIONNAIRE,81739
1,1645028760913,16/02/2022 16:26:00,1645028759827,0,16/02/2022 16:25:59,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x722,,Demographics,2,168,No,BEGIN QUESTIONNAIRE,
2,1645028789775,16/02/2022 16:26:29,1645028788716,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,sex,Female
3,1645028789831,16/02/2022 16:26:29,1645028788718,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,sex-quantised,1
4,1645028789831,16/02/2022 16:26:29,1645028788718,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,height,"5'5"" - 5'6"""
5,1645028789831,16/02/2022 16:26:29,1645028788718,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,height-quantised,4
6,1645028789831,16/02/2022 16:26:29,1645028788718,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,weight-unit,metric
7,1645028789831,16/02/2022 16:26:29,1645028788718,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,weight-first,65
8,1645028789831,16/02/2022 16:26:29,1645028788718,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,weight-second,
9,1645028789831,16/02/2022 16:26:29,1645028788718,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,age_in_years ,21
10,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,education ,"""A"" or ""AS"" Level"
11,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,education -quantised,4
12,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,education -text,
13,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,Handedness,Right
14,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,Handedness-quantised,2
15,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,medical_condition_motor-1,No
16,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,medical_condition_motor-text,
17,1645028789831,16/02/2022 16:26:29,1645028788719,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,medical_condition_vision-1,No
18,1645028789831,16/02/2022 16:26:29,1645028788720,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,medical_condition_vision-text,
19,1645028789831,16/02/2022 16:26:29,1645028788720,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,cataract_predictors-1,No
20,1645028789831,16/02/2022 16:26:29,1645028788720,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,carer,No
21,1645028789831,16/02/2022 16:26:29,1645028788720,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,carer-quantised,2
22,1645028789831,16/02/2022 16:26:29,1645028788720,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,carer_completing_onbehalf,N/A
23,1645028789900,16/02/2022 16:26:29,1645028788720,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,carer_completing_onbehalf-quantised,3
24,1645028789900,16/02/2022 16:26:29,1645028788721,0,16/02/2022 16:26:28,62188,20,questionnaire-e2l7,,19501362,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x722,,Demographics,2,168,No,END QUESTIONNAIRE,28894
1,1645041490418,16/02/2022 19:58:10,1645041490115,0,16/02/2022 19:58:10,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,BEGIN QUESTIONNAIRE,
2,1645041600390,16/02/2022 20:00:00,1645041600152,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,sex,Female
3,1645041600465,16/02/2022 20:00:00,1645041600153,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,sex-quantised,1
4,1645041600465,16/02/2022 20:00:00,1645041600153,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,height,"6'1"" - 6'2"""
5,1645041600465,16/02/2022 20:00:00,1645041600153,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,height-quantised,8
6,1645041600465,16/02/2022 20:00:00,1645041600154,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,weight-unit,imperial
7,1645041600465,16/02/2022 20:00:00,1645041600154,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,weight-first,16
8,1645041600465,16/02/2022 20:00:00,1645041600154,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,weight-second,8
9,1645041600465,16/02/2022 20:00:00,1645041600154,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,age_in_years ,20
10,1645041600465,16/02/2022 20:00:00,1645041600154,0,16/02/2022 20:00:00,62188,20,questionnaire-e2l7,,19509525,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Demographics,2,188,No,education ,Undergraduate degree
